,Subject_id,Number of EEG channels,EEG channel names,Sampling frequency
104,16438NS_Stade_experiimental-SJ.edf,25,"[EEG Fp1, EEG Fp2, EEG F7, EEG F8, EEG F3, EEG F4, EEG T3, EEG T4, EEG C3, EEG C4, EEG T5, EEG T6, EEG P3, EEG P4, EEG O1, EEG O2, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EEG A2, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",256.0
105,16496NS_Stade_Expérimental2011.edf,24,"[EEG Fp1-OL, EEG Fp2-OL, EEG F7-OL, EEG F8-OL, EEG F3-OL, EEG F4-OL, EEG T3-OL, EEG T4-OL, EEG C3-OL, EEG C4-OL, EEG T5-OL, EEG T6-OL, EEG P3-OL, EEG P4-OL, EEG O1-OL, EEG O2-OL, EEG Fz-OL, EEG Cz-OL, EEG Pz-OL, EEG Oz-OL, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",512.0
106,16442NOSB_Stade_dépistage.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
107,16442NS_Stade_experiimental-SJ.edf,25,"[EEG Fp1, EEG Fp2, EEG F7, EEG F8, EEG F3, EEG F4, EEG T3, EEG T4, EEG C3, EEG C4, EEG T5, EEG T6, EEG P3, EEG P4, EEG O1, EEG O2, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EEG A2, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",256.0
108,16496NS0_Stade_dépistage.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
109,16446N0S_Stade_dépistage.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
110,16446NS_Stade_experiimental-SJ.edf,25,"[EEG Fp1, EEG Fp2, EEG F7, EEG F8, EEG F3, EEG F4, EEG T3, EEG T4, EEG C3, EEG C4, EEG T5, EEG T6, EEG P3, EEG P4, EEG O1, EEG O2, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EEG A2, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",256.0
111,16447N0S_Stade_dépistage.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
112,16447NS_Stade_experiimental-SJ.edf,25,"[EEG Fp1, EEG Fp2, EEG F7, EEG F8, EEG F3, EEG F4, EEG T3, EEG T4, EEG C3, EEG C4, EEG T5, EEG T6, EEG P3, EEG P4, EEG O1, EEG O2, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EEG A2, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",256.0
113,Z1304-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG2, EMG EMG3, EMG EMG1, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
114,16448N0S_Stade_dépistage.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
115,16448NS_Stade_experiimental-SJ_1.edf,25,"[EEG Fp1, EEG Fp2, EEG F7, EEG F8, EEG F3, EEG F4, EEG T3, EEG T4, EEG C3, EEG C4, EEG T5, EEG T6, EEG P3, EEG P4, EEG O1, EEG O2, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EEG A2, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",256.0
116,Z1405-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
117,16448NS_Stade_experiimental-SJ_2.edf,25,"[EEG Fp1, EEG Fp2, EEG F7, EEG F8, EEG F3, EEG F4, EEG T3, EEG T4, EEG C3, EEG C4, EEG T5, EEG T6, EEG P3, EEG P4, EEG O1, EEG O2, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EEG A2, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",256.0
118,16449NOS_Stade_dépistage.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
119,Z1406-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
120,16449NS_Stade_experiimental-SJ.edf,25,"[EEG Fp1, EEG Fp2, EEG F7, EEG F8, EEG F3, EEG F4, EEG T3, EEG T4, EEG C3, EEG C4, EEG T5, EEG T6, EEG P3, EEG P4, EEG O1, EEG O2, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EEG A2, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",256.0
121,16450N0S_Stade_dépistage.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
122,Z1408-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
123,16450NS_Stade_experiimental-SJ.edf,25,"[EEG Fp1, EEG Fp2, EEG F7, EEG F8, EEG F3, EEG F4, EEG T3, EEG T4, EEG C3, EEG C4, EEG T5, EEG T6, EEG P3, EEG P4, EEG O1, EEG O2, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EEG A2, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",256.0
124,16454N0S_Stade_dépistage.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
125,Z1409-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
126,16454NS1_Stade_experiimental-SJ.edf,25,"[EEG Fp1, EEG Fp2, EEG F7, EEG F8, EEG F3, EEG F4, EEG T3, EEG T4, EEG C3, EEG C4, EEG T5, EEG T6, EEG P3, EEG P4, EEG O1, EEG O2, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EEG A2, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",256.0
127,16458N0S_Stade_dépistage.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
128,Z1410-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
129,16458NS_Stade_experiimental-SJ.edf,25,"[EEG Fp1, EEG Fp2, EEG F7, EEG F8, EEG F3, EEG F4, EEG T3, EEG T4, EEG C3, EEG C4, EEG T5, EEG T6, EEG P3, EEG P4, EEG O1, EEG O2, EEG Fz, EEG Cz, EEG Pz, EEG Oz, EEG A2, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",256.0
130,16496NSEEGEVEIL_Stade_Expérimental2011.edf,24,"[EEG Fp1-OL, EEG Fp2-OL, EEG F7-OL, EEG F8-OL, EEG F3-OL, EEG F4-OL, EEG T3-OL, EEG T4-OL, EEG C3-OL, EEG C4-OL, EEG T5-OL, EEG T6-OL, EEG P3-OL, EEG P4-OL, EEG O1-OL, EEG O2-OL, EEG Fz-OL, EEG Cz-OL, EEG Pz-OL, EEG Oz-OL, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",512.0
131,Z1411-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
132,16499NS_Stade_Expérimental2011.edf,24,"[EEG Fp1-OL, EEG Fp2-OL, EEG F7-OL, EEG F8-OL, EEG F3-OL, EEG F4-OL, EEG T3-OL, EEG T4-OL, EEG C3-OL, EEG C4-OL, EEG T5-OL, EEG T6-OL, EEG P3-OL, EEG P4-OL, EEG O1-OL, EEG O2-OL, EEG Fz-OL, EEG Cz-OL, EEG Pz-OL, EEG Oz-OL, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",512.0
133,16499NS0_Stade_dépistage.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
134,16600N0_Stade_dépistage.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
135,Z1412-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
136,16600NS_Stade_Expérimental2011.edf,24,"[EEG Fp1-OL, EEG Fp2-OL, EEG F7-OL, EEG F8-OL, EEG F3-OL, EEG F4-OL, EEG T3-OL, EEG T4-OL, EEG C3-OL, EEG C4-OL, EEG T5-OL, EEG T6-OL, EEG P3-OL, EEG P4-OL, EEG O1-OL, EEG O2-OL, EEG Fz-OL, EEG Cz-OL, EEG Pz-OL, EEG Oz-OL, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",512.0
137,16600NS1_Stade_Expérimental2011.edf,24,"[EEG Fp1-OL, EEG Fp2-OL, EEG F7-OL, EEG F8-OL, EEG F3-OL, EEG F4-OL, EEG T3-OL, EEG T4-OL, EEG C3-OL, EEG C4-OL, EEG T5-OL, EEG T6-OL, EEG P3-OL, EEG P4-OL, EEG O1-OL, EEG O2-OL, EEG Fz-OL, EEG Cz-OL, EEG Pz-OL, EEG Oz-OL, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",512.0
138,16604N0_Stade_dépistage.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
139,Z1413-N1_Stade_COMPLET_RC_1.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
140,16604NS_Stade_Expérimental2011.edf,24,"[EEG Fp1-OL, EEG Fp2-OL, EEG F7-OL, EEG F8-OL, EEG F3-OL, EEG F4-OL, EEG T3-OL, EEG T4-OL, EEG C3-OL, EEG C4-OL, EEG T5-OL, EEG T6-OL, EEG P3-OL, EEG P4-OL, EEG O1-OL, EEG O2-OL, EEG Fz-OL, EEG Cz-OL, EEG Pz-OL, EEG Oz-OL, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",512.0
141,16605_Stade_dépistage.edf,11,"[EMG emg1, EMG emg2, EMG emg3, EEG C4, EEG C3, EEG O2, EEG O1, ECG ecg1, ECG ecg2, ECG ECG3, EEG F3]",512.0
142,16605NS_Stade_Expérimental2011.edf,24,"[EEG Fp1-OL, EEG Fp2-OL, EEG F7-OL, EEG F8-OL, EEG F3-OL, EEG F4-OL, EEG T3-OL, EEG T4-OL, EEG C3-OL, EEG C4-OL, EEG T5-OL, EEG T6-OL, EEG P3-OL, EEG P4-OL, EEG O1-OL, EEG O2-OL, EEG Fz-OL, EEG Cz-OL, EEG Pz-OL, EEG Oz-OL, EMG emg1, EMG emg2, EMG emg3, ECG ecg1]",512.0
143,Z1413-N1_Stade_COMPLET_RC_2.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
144,A1201-N1_Stade_COMPLET_32.edf,21,"[EEG Fp1-OL, EEG Fp2-OL, EEG F3-OL, EEG F4-OL, EEG F7-OL, EEG F8-OL, EEG C3-OL, EEG C4-OL, EEG P3-OL, EEG P4-OL, EEG O1-OL, EEG O2-OL, EEG T3-OL, EEG T4-OL, EEG T5-OL, EEG T6-OL, EEG Fz-OL, EEG Cz-OL, EEG Pz-OL, EMG EMG1, EMG EMG2]",256.0
145,A1201-N2_Stade_APNÉE-MCI_RC.edf,21,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3-A1, EEG F4-A1, EEG C3-A1, EEG C4-A1, EEG O1-A1, EEG O2-A1, ECG ECG, EEG F7-A1, EEG F8-A1, EEG T3-A1, EEG T4-A1, EEG T5-A1, EEG T6-A1, EEG P3-A1, EEG P4-A1, EEG Fz-A1, EEG Cz-A1, EEG Pz-A1]",512.0
146,Z1414-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
147,A1201-N2_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
148,Z1415-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
149,A1201-N3_Stade_APNÉE-MCI_RC.edf,21,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3-A1, EEG F4-A1, EEG C3-A1, EEG C4-A1, EEG O1-A1, EEG O2-A1, ECG ECG, EEG F7-A1, EEG F8-A1, EEG T3-A1, EEG T4-A1, EEG T5-A1, EEG T6-A1, EEG P3-A1, EEG P4-A1, EEG Fz-A1, EEG Cz-A1, EEG Pz-A1]",512.0
150,A1201-N3_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
151,Z1416-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
152,A1202-N1_Stade_COMPLET_32.edf,21,"[EEG Fp1-OL, EEG Fp2-OL, EEG F3-OL, EEG F4-OL, EEG F7-OL, EEG F8-OL, EEG C3-OL, EEG C4-OL, EEG P3-OL, EEG P4-OL, EEG O1-OL, EEG O2-OL, EEG T3-OL, EEG T4-OL, EEG T5-OL, EEG T6-OL, EEG Fz-OL, EEG Cz-OL, EEG Pz-OL, EMG EMG1, EMG EMG2]",256.0
153,Z1417-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG3, EMG EMG1, EMG EMG2, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
154,A1202-N2_Stade_APNÉE-MCI_RC.edf,21,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3-A1, EEG F4-A1, EEG C3-A1, EEG C4-A1, EEG O1-A1, EEG O2-A1, ECG ECG, EEG F7-A1, EEG F8-A1, EEG T3-A1, EEG T4-A1, EEG T5-A1, EEG T6-A1, EEG P3-A1, EEG P4-A1, EEG Fz-A1, EEG Cz-A1, EEG Pz-A1]",512.0
155,A1202-N2_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
156,Z1418-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
157,A1202-N3_Stade_APNÉE-MCI_RC.edf,21,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3-A1, EEG F4-A1, EEG C3-A1, EEG C4-A1, EEG O1-A1, EEG O2-A1, ECG ECG, EEG F7-A1, EEG F8-A1, EEG T3-A1, EEG T4-A1, EEG T5-A1, EEG T6-A1, EEG P3-A1, EEG P4-A1, EEG Fz-A1, EEG Cz-A1, EEG Pz-A1]",512.0
158,A1202-N3_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
159,Z1419-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
160,A1205-N2_Stade_APNÉE-MCI_RC.edf,21,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3-A1, EEG F4-A1, EEG C3-A1, EEG C4-A1, EEG O1-A1, EEG O2-A1, ECG ECG, EEG F7-A1, EEG F8-A1, EEG T3-A1, EEG T4-A1, EEG T5-A1, EEG T6-A1, EEG P3-A1, EEG P4-A1, EEG Fz-A1, EEG Cz-A1, EEG Pz-A1]",512.0
161,Z1420-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG2, EMG EMG3, EMG EMG1, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
162,A1205-N2_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
163,Z1421-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
164,A1205-N3_Stade_APNÉE-MCI_RC.edf,21,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3-A1, EEG F4-A1, EEG C3-A1, EEG C4-A1, EEG O1-A1, EEG O2-A1, ECG ECG, EEG F7-A1, EEG F8-A1, EEG T3-A1, EEG T4-A1, EEG T5-A1, EEG T6-A1, EEG P3-A1, EEG P4-A1, EEG Fz-A1, EEG Cz-A1, EEG Pz-A1]",512.0
165,A1205-N3_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
166,Z1422-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
167,Z1423-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG2, EMG EMG3, EMG EMG1, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
168,A1207-N2_Stade_APNÉE-MCI_RC.edf,21,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3-A1, EEG F4-A1, EEG C3-A1, EEG C4-A1, EEG O1-A1, EEG O2-A1, ECG ECG, EEG F7-A1, EEG F8-A1, EEG T3-A1, EEG T4-A1, EEG T5-A1, EEG T6-A1, EEG P3-A1, EEG P4-A1, EEG Fz-A1, EEG Cz-A1, EEG Pz-A1]",512.0
169,A1207-N2_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
170,Z1424-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
171,Z1425-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG2, EMG EMG3, EMG EMG1, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
172,A1361-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
173,Z1426-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG2, EMG EMG3, EMG EMG1, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
174,A1361-V3_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG Fz, EEG C3, EEG C4, EEG Cz, EEG P3, EEG P4, EEG Pz, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6]",512.0
175,A1363-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
176,Z1427-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG2, EMG EMG3, EMG EMG1, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
177,A1363-V3_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG Fz, EEG C3, EEG C4, EEG Cz, EEG P3, EEG P4, EEG Pz, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6]",512.0
178,A1364-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
179,Z1428-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG2, EMG EMG3, EMG EMG1, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
180,A1364-N3_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG Fz, EEG C3, EEG C4, EEG Cz, EEG P3, EEG P4, EEG Pz, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6]",512.0
181,A1370-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
182,Z1429-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
183,A1371-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
184,A1371-N3_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG Fz, EEG C3, EEG C4, EEG Cz, EEG P3, EEG P4, EEG Pz, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6]",512.0
